epoch,train_loss,train_acc,val_loss,val_acc
1,0.08489767141474618,0.9446481466293335,0.0472102464834849,0.9831666946411133
2,0.042348430584978176,0.9827407598495483,0.04031019479036331,0.9851666688919067
3,0.033090026087783,0.9875925779342651,0.0323467071155707,0.9878333210945129
4,0.028674248725451806,0.9892407655715942,0.027110679909586908,0.9893333315849304
5,0.024976723704073164,0.9910555481910706,0.025408136864503224,0.9918333292007446
6,0.02185035355720255,0.9920740723609924,0.02281241356333097,0.9898333549499512
7,0.019566956921860022,0.9934629797935486,0.021024123748143515,0.9909999966621399
8,0.01824601198401716,0.9936666488647461,0.0203266668766737,0.9923333525657654
9,0.016587062288765553,0.9947777986526489,0.017591831843058268,0.9918333292007446
10,0.015590693752246875,0.9950740933418274,0.017749145843088628,0.9919999837875366
11,0.014573682789449338,0.9953148365020752,0.01637681396553914,0.9926666617393494
12,0.013781542843690625,0.9953518509864807,0.01604478190590938,0.9906666874885559
13,0.012910836123205998,0.9960926175117493,0.01501162914186716,0.9946666955947876
14,0.012401791925921484,0.9961851835250854,0.015162558861076831,0.9926666617393494
15,0.011722545126522028,0.9964629411697388,0.014088199379543464,0.9934999942779541
16,0.011148198318426256,0.996833324432373,0.013352256335318089,0.9938333630561829
17,0.0105299781381532,0.9972222447395325,0.013303730102876821,0.9940000176429749
18,0.010235472811730923,0.99742591381073,0.013944129648307959,0.9934999942779541
19,0.009855853368286734,0.9977407455444336,0.013073945075273513,0.9931666851043701
20,0.009475998240764495,0.9978703856468201,0.012943897555271784,0.9926666617393494
21,0.009260938593634853,0.9977037310600281,0.013087933727850517,0.9938333630561829
22,0.008942263379141136,0.9981296062469482,0.012273165778567394,0.9940000176429749
23,0.008747845408265238,0.9978703856468201,0.012169407869378725,0.9940000176429749
24,0.008725817577292521,0.9979629516601562,0.01149618050456047,0.9941666722297668
25,0.008296890496655747,0.998370349407196,0.01140733664482832,0.9944999814033508
26,0.008229976179285182,0.9982222318649292,0.01145107206950585,0.9943333268165588
27,0.008099919277208822,0.9983518719673157,0.011464564015467962,0.9950000047683716
28,0.007884619436468239,0.998370349407196,0.011311645728846392,0.9948333501815796
29,0.00781254618504533,0.998296320438385,0.010970598531266054,0.9950000047683716
30,0.007690833132300112,0.9985740780830383,0.011055753474434217,0.9943333268165588
31,0.007563169230879457,0.9987407326698303,0.01091957417378823,0.9946666955947876
32,0.007550742432751037,0.9984999895095825,0.010652019567787647,0.9941666722297668
33,0.007479793922216804,0.9985740780830383,0.011558304897199074,0.9940000176429749
34,0.007428915607984419,0.9986666440963745,0.01110320661092798,0.9941666722297668
35,0.007256443977355957,0.9987221956253052,0.010900406415263813,0.9944999814033508
36,0.007194567415173407,0.9989259243011475,0.01073267977933089,0.9938333630561829
37,0.0071981042547634355,0.9987778067588806,0.010908397605021795,0.9944999814033508
38,0.007124433086702117,0.9987778067588806,0.010403881666560968,0.9948333501815796
39,0.007096495490245245,0.9988148212432861,0.010691219590604305,0.9940000176429749
40,0.007054755483650499,0.9989814758300781,0.01037262619410952,0.9951666593551636
41,0.007030427579802496,0.9988518357276917,0.010547808432330687,0.9953333139419556
42,0.0070492220733452725,0.9988518357276917,0.010484297469258308,0.9944999814033508
43,0.007089779153190277,0.9987221956253052,0.010512090686708688,0.9946666955947876
44,0.006920172952529457,0.9990184903144836,0.010435763138035932,0.9948333501815796
45,0.006995056417667203,0.9987778067588806,0.010112857484569152,0.9950000047683716
46,0.00694702332066717,0.9988703727722168,0.010526354148983955,0.9943333268165588
47,0.006855323175865191,0.9988703727722168,0.010290261782705784,0.9950000047683716
48,0.006795624139684218,0.9991852045059204,0.010513894700755675,0.9943333268165588
49,0.006864740805769408,0.9989444613456726,0.010269913757840792,0.9944999814033508
50,0.0068417968011840625,0.9991296529769897,0.010041450245926778,0.9946666955947876
