epoch,train_loss,train_acc,val_loss,val_acc
1,0.7491555405987633,0.17562222480773926,0.5584348213672637,0.3222000002861023
2,0.49134876191616056,0.4155333340167999,0.46306285083293913,0.4408000111579895
3,0.43966262062390643,0.48046666383743286,0.4328271448612213,0.4941999912261963
4,0.41240881780783334,0.5214666724205017,0.4098929214477539,0.5216000080108643
5,0.3887727951341205,0.5551999807357788,0.39643033742904665,0.5242000222206116
6,0.3713409519195557,0.579022228717804,0.3811104428768158,0.5526000261306763
7,0.3549115257130729,0.603422224521637,0.37215760409832,0.5645999908447266
8,0.3425491580698225,0.62217777967453,0.3573208194971085,0.5899999737739563
9,0.3297661391894023,0.6414444446563721,0.3510869073867798,0.597000002861023
10,0.31926769786410863,0.6524222493171692,0.34461856603622437,0.6050000190734863
11,0.30992032216654886,0.6673555374145508,0.3382223969697952,0.6115999817848206
12,0.3018394626511468,0.6778222322463989,0.3329795807600021,0.6146000027656555
13,0.2950200626254082,0.6888222098350525,0.3303417080640793,0.6168000102043152
14,0.28719269418054155,0.7006444334983826,0.3226764762401581,0.6313999891281128
15,0.28187427368428974,0.7074221968650818,0.3167552846670151,0.6453999876976013
16,0.2756594274441401,0.7196000218391418,0.3156450951099396,0.6420000195503235
17,0.27069844434658685,0.7242666482925415,0.311353240609169,0.6503999829292297
18,0.26589419517252183,0.7310000061988831,0.30839341282844546,0.6589999794960022
19,0.2619065410229895,0.7361999750137329,0.3072063809633255,0.6507999897003174
20,0.2570593563715617,0.7452889084815979,0.3038331204652786,0.6534000039100647
21,0.25416078941689596,0.7447111010551453,0.3012362152338028,0.659600019454956
22,0.24995247854126823,0.755911111831665,0.30005584478378294,0.6647999882698059
23,0.24626583609316083,0.760355532169342,0.30130828082561495,0.6535999774932861
24,0.24356072074837154,0.7655110955238342,0.2980399203300476,0.6642000079154968
25,0.24021387067106034,0.7689111232757568,0.29601031720638277,0.6705999970436096
26,0.2379047304060724,0.7737333178520203,0.292703498005867,0.6782000064849854
27,0.23566551466782887,0.775866687297821,0.2928781312704086,0.6700000166893005
28,0.2339247438311577,0.7788222432136536,0.29173116505146024,0.6697999835014343
29,0.23156527645058103,0.7821999788284302,0.29069081366062166,0.6743999719619751
30,0.22979164590438206,0.7848444581031799,0.2900217115879059,0.678600013256073
31,0.22868242710828782,0.7874666452407837,0.2914447200298309,0.6729999780654907
32,0.22657803230815463,0.7899110913276672,0.2884185114502907,0.678600013256073
33,0.22540399889151255,0.7908666729927063,0.28883886396884917,0.6796000003814697
34,0.2244686100549168,0.7918444275856018,0.2881150358915329,0.6714000105857849
35,0.22267724305391312,0.7979999780654907,0.288348902463913,0.6809999942779541
36,0.22222630812062158,0.7982444167137146,0.28961573481559755,0.6746000051498413
37,0.22157187518146304,0.7983111143112183,0.28890183568000793,0.675000011920929
38,0.2207982710003853,0.7992444634437561,0.2874535393714905,0.6819999814033508
39,0.21912805709573957,0.801622211933136,0.2865844801068306,0.6830000281333923
40,0.21882271564669079,0.8020889163017273,0.28790515452623366,0.6779999732971191
41,0.21891452617115445,0.8006222248077393,0.2871832996606827,0.6769999861717224
42,0.21796486188968023,0.8015111088752747,0.286203595995903,0.6801999807357788
43,0.21798598256376053,0.8016444444656372,0.2850279712677002,0.6808000206947327
44,0.21688059118058947,0.8047333359718323,0.2862764173746109,0.6815999746322632
45,0.21669849733511606,0.8042222261428833,0.28919014990329744,0.6751999855041504
46,0.21621285458405812,0.8041555285453796,0.28731071442365647,0.6832000017166138
47,0.21533458547459708,0.807022213935852,0.28641562670469284,0.6794000267982483
48,0.21603398862812254,0.8077333569526672,0.2870328104496002,0.676800012588501
49,0.21490474687682257,0.8091111183166504,0.2861683157086372,0.6814000010490417
50,0.21530008319351407,0.8057110905647278,0.2846556907892227,0.6779999732971191
