epoch,train_loss,train_acc,val_loss,val_acc
1,0.14956612135083588,0.902388870716095,0.07147565962870915,0.9639999866485596
2,0.0634104066711885,0.9725000262260437,0.057166232268015545,0.9750000238418579
3,0.0546395403665525,0.9781481623649597,0.05291462099552154,0.9816666841506958
4,0.05020849405173902,0.981759250164032,0.047857407599687575,0.9828333258628845
5,0.04735767798843207,0.9842407703399658,0.049137330542008084,0.9810000061988831
6,0.045376112705027616,0.9852777719497681,0.04595011721054713,0.9835000038146973
7,0.04395522238148583,0.9866296052932739,0.043697378506263096,0.987500011920929
8,0.042687401746158246,0.9877963066101074,0.045056446522474286,0.9854999780654907
9,0.04193597165301994,0.9879999756813049,0.042204934398333234,0.9878333210945129
10,0.04098746531981009,0.9890925884246826,0.0420723110238711,0.987333357334137
11,0.04034063007213451,0.989648163318634,0.0420468144317468,0.987666666507721
12,0.039892563391614844,0.9895370602607727,0.04072337404886882,0.9881666898727417
13,0.03948812844245522,0.99014812707901,0.040667742371559144,0.9878333210945129
14,0.039074724471127545,0.9902592301368713,0.04060454919934273,0.987500011920929
15,0.038488128630099476,0.9906296133995056,0.0399587510228157,0.9888333082199097
16,0.03830775921653818,0.9915555715560913,0.0402005516141653,0.9893333315849304
17,0.038167439850392164,0.991518497467041,0.03988575207690398,0.9879999756813049
18,0.03775121115534394,0.991944432258606,0.039082770039637886,0.9891666769981384
19,0.0376813068020123,0.991777777671814,0.03947441427409649,0.9890000224113464
20,0.03742308470275667,0.9922778010368347,0.03829710697134336,0.9909999966621399
21,0.03710366647994077,0.9921296238899231,0.0389043410718441,0.9900000095367432
22,0.03732787123377676,0.9913889169692993,0.0387264936765035,0.9909999966621399
23,0.03688688224002167,0.9922778010368347,0.03825785472989082,0.9893333315849304
24,0.036890282917905734,0.9923333525657654,0.03842067697644234,0.9898333549499512
25,0.03658626004612004,0.992388904094696,0.038406487921873726,0.9901666641235352
26,0.03664882674482134,0.9927777647972107,0.03827441692352295,0.9894999861717224
27,0.036496225834444715,0.992555558681488,0.03854159803191821,0.9888333082199097
28,0.03637424480032038,0.992814838886261,0.03790219230949879,0.9911666512489319
29,0.03653150107628769,0.9924444556236267,0.038354332496722536,0.9890000224113464
30,0.036587192196536944,0.9921666383743286,0.03835466359059016,0.9900000095367432
31,0.0362268883034035,0.9934259057044983,0.037653773804505665,0.9911666512489319
32,0.0360842512636273,0.9932963252067566,0.03770409302910169,0.9904999732971191
33,0.03635513373381562,0.9926111102104187,0.03775025964776675,0.9908333420753479
34,0.035987985572329274,0.9933703541755676,0.03765070316195488,0.9904999732971191
35,0.03606918869526298,0.9926111102104187,0.03811214741071065,0.9909999966621399
36,0.036019231923200466,0.9927592873573303,0.03822434621055921,0.9888333082199097
37,0.03601626188997869,0.9928703904151917,0.03782204821705818,0.9903333187103271
38,0.03580353561816392,0.993314802646637,0.03769609687725703,0.9906666874885559
39,0.03593487695576968,0.9932963252067566,0.03743896263837814,0.9911666512489319
40,0.03592662902010812,0.9932592511177063,0.03753245911498865,0.9923333525657654
41,0.03579433845535473,0.9933333396911621,0.03767872009178003,0.9915000200271606
42,0.036076803985569214,0.9926111102104187,0.03801466918985049,0.9913333058357239
43,0.0360049217917301,0.9927592873573303,0.03742060943941275,0.9918333292007446
44,0.03593382311639962,0.9930185079574585,0.03777291363477707,0.9904999732971191
45,0.03582970013331484,0.9930370450019836,0.03839239001274109,0.9896666407585144
46,0.03575167716653259,0.9933518767356873,0.038320389439662296,0.9894999861717224
47,0.036006923803576715,0.9934259057044983,0.037403764883677165,0.9913333058357239
48,0.03582090094685555,0.9933333396911621,0.037616975605487823,0.9909999966621399
49,0.03583426212491812,0.9930925965309143,0.03788182890415192,0.9915000200271606
50,0.03580711557412589,0.9930925965309143,0.03786255293091138,0.9898333549499512
