epoch,train_loss,train_acc,val_loss,val_acc
1,0.18534455476425313,0.7795185446739197,0.15065323054790497,0.828000009059906
2,0.14043814211421543,0.8362777829170227,0.13826542194684346,0.8391666412353516
3,0.1266725253175806,0.8506481647491455,0.12881627686818442,0.8483333587646484
4,0.1187333590609056,0.8575925827026367,0.11638806309302648,0.8615000247955322
5,0.11238564828038215,0.8668333292007446,0.11453331762552262,0.8573333621025085
6,0.1063868303111306,0.8722037076950073,0.11324823250373205,0.8678333163261414
7,0.10234087858818196,0.8759444355964661,0.10411297124624252,0.8768333196640015
8,0.09797292975363908,0.8825555443763733,0.10178086143732071,0.8721666932106018
9,0.09489292535296193,0.8865185379981995,0.09863138520717621,0.874833345413208
10,0.09150582070814238,0.8898703455924988,0.09955961591005326,0.8765000104904175
11,0.08926235763231913,0.8925185203552246,0.09382918057839076,0.8831666707992554
12,0.08644033927608419,0.8961851596832275,0.09095517822106679,0.8896666765213013
13,0.08415385759207937,0.8983148336410522,0.09059132925669353,0.8886666893959045
14,0.08175556343131596,0.9021296501159668,0.09135974523425103,0.8846666812896729
15,0.0804933541395046,0.9028333425521851,0.08701288317640622,0.8916666507720947
16,0.07866823977563116,0.9058148264884949,0.0918606645266215,0.8893333077430725
17,0.07720769636719316,0.9080185294151306,0.08679907117287318,0.890666663646698
18,0.07569821277040023,0.9097962975502014,0.0867814500729243,0.890999972820282
19,0.07435538347451776,0.910870373249054,0.08575712392727534,0.8896666765213013
20,0.07340858606718205,0.9118703603744507,0.08318225944042205,0.8939999938011169
21,0.07218737793741403,0.9131666421890259,0.08244333003958067,0.8980000019073486
22,0.0710688132069729,0.9145185351371765,0.08186659522851308,0.8985000252723694
23,0.06998070715533362,0.9158889055252075,0.08075432503223419,0.8933333158493042
24,0.06959878829452727,0.9159444570541382,0.0819369884332021,0.8968333601951599
25,0.0683479568682335,0.9191296100616455,0.07956805909673373,0.8964999914169312
26,0.06822656172072446,0.9182592630386353,0.0792057266831398,0.8988333344459534
27,0.06701167434343586,0.9203518629074097,0.07870921563108763,0.902999997138977
28,0.0664857693137946,0.9212407469749451,0.07845658852656683,0.9014999866485596
29,0.0661061999052763,0.9208518266677856,0.07947964482506116,0.8955000042915344
30,0.06561980115373929,0.9215555787086487,0.07827547620733578,0.9018333554267883
31,0.06528151807409746,0.9219259023666382,0.07832644984126091,0.903333306312561
32,0.06473610299936047,0.9224444627761841,0.07631751457850139,0.9048333168029785
33,0.06427687874877894,0.9237037301063538,0.07828311010201772,0.9020000100135803
34,0.06366227034120649,0.9241481423377991,0.07725150977571806,0.9028333425521851
35,0.06402991393374072,0.9241296052932739,0.07620801614721616,0.9049999713897705
36,0.06325460181523253,0.9238333106040955,0.07694159511725107,0.903333306312561
37,0.0630506605539057,0.9244258999824524,0.07593716044227282,0.9051666855812073
38,0.06288725065301966,0.9244258999824524,0.0755871620575587,0.9028333425521851
39,0.06208988470280612,0.9266852140426636,0.07755235541860263,0.9020000100135803
40,0.06231184057118716,0.9254259467124939,0.07653551930189133,0.903333306312561
41,0.06226427941631388,0.9249814748764038,0.07633659092585246,0.9021666646003723
42,0.061964890292397254,0.9255740642547607,0.07670995061596235,0.9018333554267883
43,0.06201730797908924,0.9266296029090881,0.07569583682219187,0.906166672706604
44,0.06178938105923158,0.9265184998512268,0.07463357977072398,0.9028333425521851
45,0.06159779931715241,0.9274629354476929,0.07662338589628538,0.9053333401679993
46,0.061529042529839054,0.9272222518920898,0.07631513554851214,0.9006666541099548
47,0.061622986951359995,0.9267222285270691,0.07600784248113632,0.9014999866485596
48,0.06161033124890592,0.9275000095367432,0.0756845161318779,0.9068333506584167
49,0.06131765306492647,0.9279444217681885,0.07452850912014643,0.9035000205039978
50,0.06100232233548606,0.9286296367645264,0.07573313056429228,0.906333327293396
